folder,claim_id,source_file,status,falsifier_text,quantity,units,how_obtained,reference,maps_to,breaks_at,downgrade_reason,notes,batch
observer-exclusion,OE_005,observer-exclusion/CLAIM_TABLE.md,MEASURED,Falsifier: a coding protocol in the spec that fixes acceptance criteria before the reversal direction is known.,presence in the spec of a coding protocol fixing acceptance criteria before reversal direction is known,boolean (protocol present),"read the spec for pre-registered, blinded artifact-coding acceptance criteria",,,,,borderline: presence-of-protocol is a document inspection boolean,3
observer-exclusion,OE_006,observer-exclusion/CLAIM_TABLE.md,UNKNOWN,Falsifier: a reading on which the two definitions name one mechanism.,,,,,,,"falsifier is a reading on which two definitions name one mechanism; interpretive, no checkable quantity",,3
observer-exclusion,OE_008,observer-exclusion/CLAIM_TABLE.md,UNKNOWN,"Falsifier: a derivation on which `year_first_surviving_artifact` can precede the holding year, which would make `D` signed rather than non-negative.",,,,,,,"falsifier is a derivation (D signed), an analytic possibility, not a measurement",,3
observer-exclusion,OE_009,observer-exclusion/CLAIM_TABLE.md,UNKNOWN,Falsifier: a mechanism by which differential survival shows up in retrospection distance.,,,,,,,"falsifier is the existence of an unspecified mechanism; no quantity, units, or instrument named",,3
observer-exclusion,OE_010,observer-exclusion/CLAIM_TABLE.md,MEASURED,Falsifier: an adoption-event spread small against the archival delay.,adoption-event spread against the archival delay,years (spread vs delay),measure both from the corpus and compare magnitudes,,,,,,3
observer-exclusion,OE_012,observer-exclusion/CLAIM_TABLE.md,MEASURED,"Falsifier: `affect_routing` appearing in the register's tuple, which would close it.",presence of affect_routing in the register's tuple,boolean,inspect the register's tuple for affect_routing,,,,,,3
observer-exclusion,OE_013,observer-exclusion/CLAIM_TABLE.md,MEASURED,Falsifier: a contemporaneous continuous archive whose measured first-surviving-artifact delay is nonetheless of order the trade-press delay — which would make the correction a property of the method after all.,first-surviving-artifact delay in a contemporaneous continuous archive vs the trade-press delay,years,measure the delay on a continuous archive and compare order of magnitude,,,,,,3
observer-exclusion,OE_014,observer-exclusion/CLAIM_TABLE.md,MEASURED,"Falsifier: measured δ_write on Foxfire material of the same order as its δ_survive, which would collapse the decomposition.",delta_write vs delta_survive on Foxfire material,years each,measure both components on the Foxfire corpus and compare orders,,,,,,3
observer-exclusion,OE_015,observer-exclusion/CLAIM_TABLE.md,MEASURED,Falsifier: a filed mechanism whose test condition this note's cases satisfy.,existence of a filed mechanism whose test condition the note's cases satisfy,boolean,search the mechanism register and match test conditions against the note's cases,,,,,borderline: matching test conditions involves judgment,3
observer-exclusion,OE_016,observer-exclusion/CLAIM_TABLE.md,MEASURED,Falsifier: citing-field distribution for a folklore-filed behavioural corpus indistinguishable from that of a comparable field-filed one.,citing-field distribution of a folklore-filed behavioural corpus vs a comparable field-filed one,two distributions (field shares); indistinguishability,compute both citing-field distributions and compare,,,,,no equivalence test or threshold named for 'indistinguishable',3
observer-exclusion,OE_017,observer-exclusion/CLAIM_TABLE.md,MEASURED,Falsifier: the HBCA finding aid listing Albany post journals without a series letter.,HBCA finding aid listing of Albany post journals with/without a series letter,boolean (listing content),consult the HBCA finding aid,,,,,,3
open-instrumentation-project,S1,open-instrumentation-project/README.md,MEASURED,"If 13-25 demographic increases institutional trust and decreases outside-sourced daily queries over a 2-year period (sensor: % of daily informational queries sourced from non-institutional, non-captured channels; >60% sustained 6 months triggers alarm)",share of daily informational queries (ages 13-25) from non-institutional channels; institutional-trust trend,% of queries; trust level over a 2-year period,survey/track query sources for the demographic over the period (README 'How to Use': track epistemic diet),,,,,the trust conjunct has no named instrument; the query-share side is fully specified with threshold,3
open-instrumentation-project,S2,open-instrumentation-project/README.md,MEASURED,If median tenure stabilizes or rises without an increase in institutional resilience (sensor: median job tenure (years); % of workforce with >15 years at same employer; <5-year median tenure triggers alarm),median job tenure; share of workforce with >15 years at one employer,years; %,workforce/tenure survey (README: ask local businesses how long their most experienced workers have been there),,,,,the 'institutional resilience' conjunct is only indirectly instrumented via S4's dependency ratio,3
open-instrumentation-project,S3,open-instrumentation-project/README.md,UNKNOWN,If we find a region where high institutional density increases public scientific trust and increases real-world innovation,,,,,,,"institutional density, public scientific trust, and real-world innovation have no units, thresholds, or named instruments; the sensor's own ratio/correlation is a different quantity than the falsification condition",,3
open-instrumentation-project,S4,open-instrumentation-project/README.md,UNKNOWN,If insider survivability in a resource-constrained environment exceeds outsider survivability,,,,,,,"'survivability' names no checkable quantity, units, or procedure; the sensor's dependency ratio (count of critical functions performable without infrastructure, 70% threshold) is a different quantity than the falsification condition",,3
open-instrumentation-project,S5,open-instrumentation-project/README.md,MEASURED,If proprietary systems maintain efficiency parity with open-source while bearing bureaucratic overhead (sensor: ratio of open-source vs proprietary performance per unit of compute; >50% open-source edge proves institutional R&D inefficient),open-source vs proprietary performance per unit of compute,efficiency ratio (%),benchmark both systems normalized by compute; parity = ratio near 1,,,,,'bureaucratic overhead' is unquantified in the condition,3
reasoning-dial,RD_001,reasoning-dial/CLAIM_TABLE.md,MEASURED,"Falsifier: produce the generating code and show the table is monotone under a stated ordering of the rows, or show the prose describes a different quantity than the table's ""Knee Location"" column.",monotonicity of the knee table under a stated row ordering; identity of the 'Knee Location' quantity,boolean (monotone / not),"obtain the generating code, apply a stated ordering, check monotonicity; or compare prose quantity vs the column",,,,,,3
reasoning-dial,RD_002,reasoning-dial/CLAIM_TABLE.md,MEASURED,"Falsifier: show the drop's knee finder maximises signed negative curvature, or restricts to the saturation branch. Either would break the tie and this claim with it — and would also make the delivered table monotone, which it is not.","the drop knee finder's objective (signed negative curvature, or saturation-branch restriction)",boolean (property holds of the code),inspect the drop's knee-finder code,,,,,,3
reasoning-dial,RD_003,reasoning-dial/CLAIM_TABLE.md,MEASURED,Falsifier: exhibit a monotone parameterisation whose saturation-shoulder knee is non-monotone in `D_r`.,monotonicity in D_r of the saturation-shoulder knee for a monotone parameterisation,boolean,compute the knee over a D_r sweep on the exhibited parameterisation (dial_response.py harness),,,,,,3
reasoning-dial,RD_004,reasoning-dial/CLAIM_TABLE.md,MEASURED,"Falsifier: the same sweep on a response family where quality rises monotonically in `D_r` at fixed budget. The interior peak requires saturation at low `D_r`, which is an assumption, not a measurement.",presence of the interior peak under a response family with quality monotone-rising in D_r at fixed budget,boolean / peak location,re-run the same sweep with such a response family,,,,,,3
reasoning-dial,RD_005,reasoning-dial/CLAIM_TABLE.md,MEASURED,Falsifier: a definition of RND from the source in which the predictor targets an action-conditioned outcome rather than a fixed random embedding of the state.,whether the source's RND definition targets an action-conditioned outcome vs a fixed random state embedding,boolean from the source text,quote the source's RND definition,,,,,source not reachable from this environment (egress gate),3
reasoning-dial,RD_006,reasoning-dial/CLAIM_TABLE.md,MEASURED,"Falsifier: four surveys of the four domains written independently, by authors not sharing a thesis, that reach the same synthesis.","independent surveys of the four domains, by authors not sharing a thesis, reaching the same synthesis",count (of 4),literature search across the four domains,,,,,borderline: 'same synthesis' is a content judgment; the count is checkable,3
reasoning-dial,RD_007,reasoning-dial/CLAIM_TABLE.md,MEASURED,"Falsifier: fit `D_r` to measured quality-vs-budget curves from a real model, with the budget controlled and quality scored by something that is not the model. That single experiment promotes `D_r` from generator to physical and is the missing piece for `RD_004`'s physical-scope claim.",D_r fitted to measured quality-vs-budget curves from a real model,fit parameters / residuals of D_r on measured curves,"run the named experiment: budget controlled, quality scored by something that is not the model",,,,,,3
